"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"449",0,2,0,2,1,0,1,2,3,1
"450",1,0,1,1,0,0,1,1,2,1
"451",0,0,0,0,0,0,0,0,0,0
"452",0,0,0,0,0,0,0,1,0,1
"453",0,1,0,1,1,0,0,1,1,3
"454",0,1,0,0,0,1,0,0,1,0
"455",0,2,0,0,1,0,0,3,1,4
"456",0,0,0,1,0,0,0,0,0,1
"457",0,0,0,0,0,0,0,0,0,0
"458",0,0,0,0,1,0,0,1,1,2
"459",0,1,0,0,0,1,0,0,1,0
"460",0,0,0,1,0,0,0,0,0,1
"461",0,0,0,0,0,0,0,0,1,0
"462",1,0,1,1,0,3,0,1,5,2
"463",0,0,0,1,0,1,0,0,1,0
"464",1,0,1,1,0,3,0,1,5,2
"465",1,2,0,1,0,1,0,0,1,0
"466",1,2,0,1,1,0,1,1,1,4
"467",1,1,0,1,0,0,0,0,0,1
"468",0,0,0,1,0,0,0,2,1,2
"469",0,0,0,0,0,0,0,1,1,1
"470",1,0,1,1,0,3,0,1,5,2
"471",0,0,0,1,1,1,0,3,4,2
"472",0,1,0,0,3,3,1,2,1,4
"473",0,1,0,1,1,0,0,1,1,3
"474",1,0,1,1,0,3,0,1,5,2
"475",0,0,0,1,1,1,0,3,4,2
"476",0,0,0,0,0,0,0,1,1,1
"477",0,1,0,0,0,0,0,0,0,2
"478",0,2,0,2,1,0,1,2,3,1
"479",0,0,0,1,1,1,0,3,4,2
"480",0,1,0,1,1,0,0,1,1,3
"481",3,1,2,2,1,2,1,1,4,2
"482",0,1,0,0,2,0,0,2,0,2
"483",0,0,0,1,1,1,0,3,4,2
"484",0,1,0,1,1,0,0,1,1,3
"485",0,1,1,0,1,1,1,1,2,3
"486",0,0,0,1,0,0,0,1,0,1
"487",1,0,1,1,0,3,0,1,5,2
"488",0,0,0,1,0,0,0,0,1,1
"489",1,0,1,1,0,1,0,0,2,0
"490",0,0,0,1,0,0,0,0,0,1
"491",0,0,0,1,0,0,0,1,0,1
"492",2,0,2,1,0,0,0,2,3,3
"493",1,0,0,1,0,1,0,0,1,1
"494",0,2,0,2,1,0,1,2,3,1
"495",1,0,0,1,0,1,0,0,1,1
"496",0,2,0,2,1,0,1,2,3,1
"497",0,0,0,0,0,0,0,0,0,0
"498",2,0,0,0,1,0,0,1,3,1
"499",0,0,0,1,1,1,0,3,4,2
"500",0,0,0,0,0,0,0,0,0,0
"501",0,2,0,2,1,0,1,2,3,1
"502",1,0,0,1,0,1,0,0,1,1
"503",1,0,0,0,0,0,0,0,2,0
"504",0,0,0,1,1,1,0,3,4,2
"505",0,2,0,2,1,0,1,2,3,1
"506",0,0,0,1,0,1,0,2,2,2
"507",1,0,0,0,1,0,1,0,3,1
"508",0,0,0,1,0,1,0,0,1,0
"509",0,0,0,1,0,1,0,2,2,2
"510",0,0,0,0,0,0,0,1,0,1
"511",0,0,0,1,0,0,0,0,0,1
"512",1,0,0,0,0,1,0,1,2,1
"513",0,0,0,1,1,1,0,1,1,2
"514",0,0,0,1,0,0,0,2,1,2
"515",0,0,0,0,0,0,0,2,0,2
"516",0,0,0,0,0,0,0,1,1,1
"517",1,0,0,1,0,2,1,0,2,0
"518",0,0,0,0,0,0,0,0,1,2
"519",0,1,0,1,1,0,0,1,1,3
"520",0,2,0,0,1,0,0,3,1,4
"521",0,0,0,1,0,1,0,2,2,2
"522",1,0,0,2,0,1,0,0,3,0
"523",2,0,0,1,1,0,0,3,3,3
"524",0,0,0,1,0,0,0,0,0,1
"525",0,2,0,2,1,0,1,2,3,1
"526",0,0,0,1,1,1,0,3,4,2
"527",1,0,0,1,0,1,0,0,3,0
"528",0,1,0,1,1,0,0,1,1,3
"529",1,1,2,3,0,0,0,2,5,4
"530",0,0,0,1,1,1,0,3,4,2
"531",2,0,0,2,0,2,1,2,4,3
"532",0,0,1,0,0,0,0,4,2,5
"533",0,0,0,1,0,0,0,0,0,1
"534",0,0,0,0,0,0,0,0,2,1
"535",0,1,0,0,1,0,1,3,1,2
"536",1,0,1,1,1,1,0,1,1,2
"537",0,0,0,1,1,1,0,3,4,2
"538",0,1,1,0,0,0,0,1,0,1
"539",0,0,0,1,1,1,0,3,4,2
"540",0,0,0,1,1,1,0,3,4,2
"541",0,0,0,1,1,1,0,3,4,2
"542",0,0,0,1,1,1,0,3,4,2
"543",1,0,0,1,0,1,0,0,1,1
"544",1,0,1,1,0,3,0,1,5,2
"545",2,1,0,2,0,2,0,2,5,1
"546",0,1,0,0,2,0,0,2,0,3
"547",0,0,0,1,0,1,0,2,1,2
"548",0,0,0,0,0,0,0,1,0,1
"549",0,0,0,1,0,0,0,1,2,1
"550",0,0,0,1,0,0,0,0,0,1
"551",0,0,0,1,1,1,0,3,4,2
"552",0,0,0,0,0,0,0,0,0,0
"553",0,1,0,1,1,0,0,1,1,3
"554",0,0,0,1,0,0,0,0,0,1
"555",1,0,1,1,0,3,0,1,5,2
"556",1,0,1,0,0,0,0,2,2,0
"557",0,0,0,0,1,0,0,3,1,3
"558",0,2,0,0,2,0,1,2,1,3
"559",1,0,0,1,0,1,0,0,1,1
"560",0,0,0,1,1,1,0,3,4,2
"561",1,0,0,1,0,1,0,0,1,1
"562",0,0,0,1,0,1,0,2,2,2
"563",1,0,0,1,0,1,0,0,1,1
"564",0,0,0,1,0,0,0,2,1,2
"565",0,0,0,0,0,0,0,0,1,1
"566",0,0,0,1,1,1,0,3,4,2
"567",1,1,1,1,0,0,0,1,2,2
"568",0,0,0,0,0,0,0,0,0,0
"569",2,0,2,1,0,1,0,1,2,1
"570",0,0,0,0,0,0,0,0,1,1
"571",0,0,0,0,0,0,0,0,1,0
"572",0,1,0,0,0,0,0,1,0,1
"573",0,0,0,0,0,0,0,0,1,1
"574",2,0,2,1,0,1,0,0,2,0
"575",1,0,0,1,0,1,1,0,2,1
"576",1,1,0,0,1,0,1,1,0,1
"577",0,2,0,0,1,0,1,0,2,1
"578",1,1,2,0,0,0,0,1,2,0
"579",0,1,0,0,0,0,0,1,1,1
"580",1,0,0,1,0,1,0,0,1,1
"581",0,0,0,1,0,0,0,0,0,1
"582",1,1,0,0,1,0,1,1,0,1
"583",0,0,0,1,0,1,0,1,3,0
"584",0,2,0,2,1,0,1,2,3,1
"585",0,1,0,1,1,0,0,1,1,3
"586",0,1,0,0,1,0,0,0,0,1
"587",1,0,0,1,0,1,0,0,1,1
"588",0,0,0,1,1,1,0,3,4,2
"589",0,0,0,0,0,0,0,0,1,0
"590",0,2,0,2,1,0,1,2,3,1
"591",0,0,1,0,0,0,0,1,2,1
"592",0,0,0,1,0,0,0,0,0,1
"593",0,1,0,1,1,0,0,1,1,3
"594",0,0,0,1,0,0,0,0,2,1
"595",1,0,0,2,0,1,0,0,3,0
"596",0,0,0,0,0,0,0,0,0,1
"597",0,0,0,1,0,0,0,0,0,1
"598",1,0,0,2,0,1,0,0,3,0
