"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"84",0,0,0,0,0,0,0,0,0,0
"85",0,1,0,0,1,1,0,1,1,3
"86",0,0,0,0,0,0,0,0,0,0
"87",0,0,0,0,1,0,0,1,0,1
"88",0,0,0,0,1,0,0,0,0,1
"89",0,0,0,0,0,0,0,0,0,0
"90",1,2,2,1,1,1,1,1,1,1
"91",0,0,0,0,0,0,0,1,0,2
"92",0,1,0,0,1,1,0,1,1,3
"93",0,1,0,0,1,1,0,1,1,3
"94",1,1,1,0,1,2,1,2,2,2
"95",0,0,0,0,0,0,0,0,0,0
"96",0,0,0,0,0,0,0,0,0,1
"97",0,0,0,0,0,0,0,0,0,0
"98",0,0,0,1,0,0,0,0,0,2
"99",1,1,1,1,1,1,0,2,1,4
"100",0,1,0,0,1,0,1,1,0,1
"101",0,1,0,0,1,1,0,1,0,1
"102",0,1,0,0,1,1,0,1,1,3
"103",1,0,1,1,0,1,0,0,1,0
"104",0,1,0,0,0,1,0,3,1,4
"105",0,3,0,0,3,1,0,4,2,4
"106",2,1,0,1,0,0,0,1,1,1
"107",1,2,0,1,1,1,0,1,1,2
"108",0,1,0,0,1,1,0,1,1,3
"109",0,0,0,0,0,0,0,0,0,0
"110",0,0,0,0,0,0,0,0,1,0
"111",0,1,0,0,1,1,0,1,1,3
"112",0,0,1,1,0,1,0,0,1,0
"113",0,0,0,0,0,0,0,0,0,0
"114",0,1,0,0,0,0,0,2,0,2
"115",0,0,0,0,0,0,0,0,1,1
"116",0,0,0,0,0,0,0,0,0,0
"117",0,0,0,0,0,1,0,0,1,0
"118",1,0,1,0,0,0,0,0,1,0
"119",0,1,0,0,1,0,1,1,0,4
"120",0,0,0,0,0,0,0,2,0,2
"121",0,0,0,0,0,0,0,1,0,0
"122",0,0,0,1,1,1,0,2,1,1
"123",0,0,0,0,0,0,0,2,0,3
"124",1,2,0,1,0,2,0,0,2,1
"125",0,1,0,0,0,0,0,4,0,3
"126",0,0,0,1,1,1,0,2,1,1
"127",0,0,0,0,0,0,0,0,1,1
"128",0,0,0,0,0,0,0,0,0,0
"129",0,0,1,0,0,1,0,0,1,0
"130",0,0,0,0,0,0,0,0,0,1
"131",0,0,0,0,0,0,0,1,0,2
"132",0,0,0,0,0,0,0,0,0,0
"133",1,0,1,1,0,0,0,0,1,0
"134",0,0,0,0,0,0,0,0,1,0
"135",0,1,0,0,1,0,0,1,0,2
"136",1,1,1,1,0,1,0,0,1,0
"137",1,0,1,0,0,0,0,0,1,0
"138",1,0,1,2,0,2,0,0,2,0
"139",0,0,0,0,0,0,1,1,0,2
"140",0,1,0,0,1,1,0,1,1,3
"141",0,0,0,1,0,0,0,0,0,0
"142",0,0,0,0,0,0,0,0,2,0
"143",0,0,0,0,0,0,0,1,1,1
"144",0,0,0,0,0,0,0,0,0,0
"145",0,0,0,0,0,0,0,0,0,1
"146",0,1,0,0,1,1,0,1,1,3
"147",0,1,0,0,1,1,0,1,1,3
"148",0,1,0,0,1,1,0,1,1,3
"149",0,1,0,1,0,0,0,1,1,2
"150",0,0,0,0,0,0,0,0,0,0
"151",0,1,0,0,1,1,0,1,1,3
"152",1,1,0,1,0,0,0,1,1,1
"153",0,0,0,0,1,0,0,1,0,1
"154",0,1,0,0,1,1,0,1,1,3
"155",0,0,0,0,1,0,0,1,0,1
"156",0,1,0,0,1,1,0,1,1,3
"157",0,1,0,0,1,0,0,1,0,1
"158",0,0,0,0,1,0,0,1,0,1
"159",0,0,0,1,0,0,0,0,0,1
"160",1,1,1,0,0,0,0,1,1,1
"161",0,0,0,0,0,0,0,1,0,2
"162",0,2,0,0,0,0,0,0,0,1
"163",0,0,1,0,0,1,0,0,1,0
"164",0,0,0,0,0,0,0,0,0,0
"165",0,0,0,1,0,0,0,0,1,0
"166",1,1,2,1,1,1,1,1,2,1
"167",0,0,0,0,1,0,0,1,0,1
"168",0,0,0,1,0,0,0,0,0,0
"169",1,0,1,1,0,1,0,0,1,0
"170",2,1,2,2,2,2,2,2,2,2
"171",0,1,0,1,0,1,0,0,1,0
"172",0,0,0,0,0,0,0,0,0,0
"173",0,0,0,0,0,1,0,0,1,0
"174",0,1,0,1,1,0,0,1,0,1
"175",1,0,1,1,0,1,0,0,1,2
"176",0,1,0,0,1,0,1,1,0,1
"177",0,1,0,0,1,0,1,1,2,1
"178",1,0,1,2,0,1,0,0,3,0
"179",0,1,0,0,1,1,0,1,1,3
"180",1,0,1,2,0,1,0,0,2,0
"181",0,0,0,0,0,0,0,0,1,0
"182",0,1,0,0,0,0,0,0,0,1
"183",0,1,1,0,2,0,1,2,0,2
"184",1,1,0,1,0,0,0,0,1,1
"185",0,1,0,0,1,1,0,1,1,3
"186",0,0,0,0,0,0,0,0,0,0
"187",0,0,0,1,0,0,0,0,1,0
"188",0,1,0,1,0,0,0,1,2,4
"189",0,1,0,0,2,1,1,1,1,2
